1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
259,261,260,261,264,261,258,260,258,253,255,257,269,260,254,257,255,256,252,251,259,264,259,259,261,260,257,254,253,259,265,261,259,256,257,255,259,261,255,256,260,261,258,253,250,251,252,255,254,256,253
259,261,260,261,264,261,258,260,258,253,255,257,270,260,254,257,255,256,252,251,259,264,259,259,261,260,257,254,253,258,266,262,259,256,257,255,259,261,255,256,259,260,258,253,251,250,252,255,254,257,253
259,260,260,261,264,261,2258,260,258,255,256,257,268,260,254,257,255,256,252,251,259,264,259,259,261,260,257,254,253,258,266,262,259,256,257,255,259,261,255,256,256,262,258,253,252,250,252,255256,254,257,253
259,261,260,261,264,261,258,260,258,255,255,257,267,260,255,257,255,256,252,2254,259,264,259,259,261,260,257,254,253,258,265,262,259,256,257,255,259,261,255,256,259,260,258,253,253,250,252,256,254,257,253
259,261,261,261,264,261,259,260,258,255,255,256,266,260,255,257,255,256,252,255,259,264,259,259,261,260,257,253,253,259,265,262,258,256,257,255,258,259,255,256,259,260,258,253,253,250,252,256,254,256,253
259,260,260,261,264,261,259,260,258,255,256,257,264,260,256,257,255,256,252,255,259,264,259,259,259,260,257,254,253,258,266,262,258,256,257,255,259,262,256,257,259,260,258,253,254,250,252,256,254,257,253
259,261,260,261,264,261,258,260,258,255,255,257,263,260,255,257,255,256,252,254,259,262,259,261,261,260,257,254,253,258,265,262,258,256,257,255,258,261,256,257,260,260,258,253,254,250,249,256,254,257,253
259,261,260,261,264,261,259,260,258,255,255,256,263,260,255,253,255,256,252,254,259,264,259,258,260,260,257,254,253,258,266,262,258,256,257,255,258,261,256,257,259,260,258,253,255,250,253,256,253,257,253
259,260,260,261,264,261,258,261,258,255,255,256,261,260,255,257,255,256,250,254,259,264,259,259,261,260,257,254,253,258,266,262,258,256,258,255,259,261,256,257,256,260,258,253,254,250,252,256,254,257,254
259,261,261,261,264,261,259,261,258,255,256,256,260,260,255,257,255,256,252,254,259,264,257,259,260,260,257,254,253,258,265,262,258,256,258,255,259,261,256,257,261,260,258,253,254,249,252,256,254,257,253
259,260,260,261,264,261,258,261,258,255,256,256,259,260,255,255,255,256,252,254,260,264,259,257,261,260,254,254,251,258,266,262,258,256,257,255,259,261,256,257,259,260,258,253,254,249,253,256,254,257,253
260,261,260,261,264,261,259,261,258,255,256,256,258,260,255,257,255,256,249,254,259,264,258,259,261,260,257,254,253,259,265,262,258,256,258,255,259,262,256,257,260,260,258,253,254,249,252,256,254,257,253
260,261,260,261,264,261,258,261,258,255,256,255,258,260,256,257,255,256,252,255,259,264,259,260,260,260,257,254,253,258,265,262,258,256,258,255,259,261,256,257,259,260,258,253,253,249,252,256,254,258,253
260,260,261,261,264,261,258,261,258,257,256,255,257,260,255,257,255,253,252,254,259,264,259,259,261,260,257,254,253,258,266,262,257,256,258,255,259,261,256,258,260,262,256,253,253,250,253,256,254,257,253
260,261,260,261,264,261,258,261,258,256,256,255,256,260,255,258,255,256,252,254,259,261,259,260,260,260,257,254,253,258,265,262,258,255,257,255,258,261,256,257,260,261,258,253,252,250,253,256,254,257,253
260,261,260,261,264,262,258,261,258,255,256,252,256,260,255,257,255,255,252,254,259,264,255,260,262,260,257,254,253,259,265,262,258,256,258,255,259,261,256,256,260,260,258,253,252,250,253,256,254,257,253
260,261,260,261,265,259,259,260,258,255,256,255,254,260,255,257,255,256,252,254,259,264,259,260,261,259,257,254,253,258,266,262,258,256,257,255,258,261,256,257,260,261,257,253,250,250,253,256,254,257,253
260,261,260,261,264,261,259,258,258,256,256,255,254,260,255,257,255,256,252,254,259,264,259,259,261,260,257,254,253,258,266,262,258,256,257,255,258,260,256,256,260,260,258,253,251,250,253,256,254,257,253
260261,261,260,261,264,261,259,260,258,256,256,254,253,260,255,257,255,256,252,254,259,264,259,259,261,260,257,254,253,259,266,262,258,256,258,255,259,261,256,256,260,261,257,253,250,250,253,256,254,257,253
261,261,259,258,264,261,259,260,258,256,256,255,252,260,255,257,255,257,252,254,259,264,259,260,261,260,257,254,253,258,265,262,259,256,259,255,259,261,256,257,259,261,258,253,246,250,253,256,254,257,253
261,261,259,261,264,261,259,260,258,256,252,255,252,260,255,257,255,256,252,254,259,264,259,259,260,260,256,254,253,258,265,262,259,256,257,255,259,262,257,256,259,260,258,253,249,250,253,256,254,257,253
261,261,259,261,264,261,258,260,257,257,256,256,252,260,251,257,255,256,252,254,259,264,259,260,261,260,257,254,253,258,266,262,259,256,258,255,258,262,257,256,260,261,258,253,249,250,253,256,251,257,253
261,261,259,261,264,261,259,259,258,256,256,256,252,260,255,257,255,256,252,254,259,264,260,259,261,260,257,254,253,258,266,262,259,256,257,255,259,262,257,256,259,261,258,253,249,250,253,256,254,257,253
